evidence_id,fragment_id,document_id,role,value,source_span,confidence,linked_question_prototypes
ev_00801,frag_01687,doc_0347,audience,the stated audience,"Accordingly, those amounts were released from the valuation allowance and benefited deferred tax expense in the respect…",0.665,"[""qproto_006_applicability_check"", ""qproto_007_effective_date_lookup""]"
ev_00802,frag_01690,doc_0347,amount_threshold,"$ 53,294","$ 53,294",0.741,"[""qproto_001_threshold_lookup""]"
ev_00803,frag_01703,doc_0351,amount_threshold,$650.3 million,$650.3 million,0.741,"[""qproto_001_threshold_lookup"", ""qproto_003_rule_lookup""]"
ev_00804,frag_01703,doc_0351,rule,pages.[0].bbox.[0] = 0 pages.[0].bbox.[1] = 0 pages.[0].bbox.[2] = 1240 pages.[…,pages.[0].bbox.[0] = 0 pages.[0].bbox.[1] = 0 pages.[0].bbox.[2] = 1240 pages.[0].bbox.[3] = 1616 pages.[0].blocks.[0].…,0.589,"[""qproto_001_threshold_lookup"", ""qproto_003_rule_lookup""]"
ev_00805,frag_01705,doc_0351,amount_threshold,$800.0,$800.0,0.741,"[""qproto_001_threshold_lookup"", ""qproto_003_rule_lookup""]"
ev_00806,frag_01705,doc_0351,rule,"As of August 31, 2019 and 2018, the Company was in compliance with all covenant…","As of August 31, 2019 and 2018, the Company was in compliance with all covenants under the asset-backed securitization …",0.589,"[""qproto_001_threshold_lookup"", ""qproto_003_rule_lookup""]"
ev_00807,frag_01706,doc_0351,exception,either party provides 10 days notice of termination,either party provides 10 days notice of termination,0.684,"[""qproto_004_exception_lookup""]"
ev_00808,frag_01706,doc_0351,condition,either party provides 10 days notice of termination,either party provides 10 days notice of termination,0.684,"[""qproto_004_exception_lookup""]"
ev_00809,frag_01711,doc_0351,amount_threshold,"$ 450,704","$ 450,704",0.741,"[""qproto_001_threshold_lookup""]"
ev_00810,frag_01719,doc_0353,variance,3.6%,3.6%,0.665,"[""qproto_005_variance_explanation""]"
ev_00811,frag_01719,doc_0353,variance_driver,"growth in Bell Wireless and Bell Media, while Bell Wireline remained …",2019 Annual Report 86 pages.[0].blocks.[0].words.word_list.[0] = BCE pages.[0].blocks.[0].words.word_list.[1] = Inc. pa…,0.665,"[""qproto_005_variance_explanation""]"
ev_00812,frag_01722,doc_0353,variance,12.6%,12.6%,0.665,"[""qproto_005_variance_explanation""]"
ev_00813,frag_01722,doc_0353,variance_driver,growth across all three of our segments,growth across all three of our segments,0.665,"[""qproto_005_variance_explanation""]"
ev_00814,frag_01723,doc_0353,variance,39.7%,39.7%,0.665,"[""qproto_005_variance_explanation""]"
ev_00815,frag_01723,doc_0353,variance_driver,higher service and product revenues,higher service and product revenues,0.665,"[""qproto_005_variance_explanation""]"
ev_00816,frag_01724,doc_0353,variance_driver,increased customer adoption of unlimited data plans,increased customer adoption of unlimited data plans,0.665,"[""qproto_005_variance_explanation""]"
ev_00817,frag_01725,doc_0353,metric,operating expenses,operating expenses,0.76,"[""qproto_005_variance_explanation"", ""qproto_009_metric_lookup""]"
ev_00818,frag_01725,doc_0353,value,7.4%,7.4%,0.76,"[""qproto_005_variance_explanation"", ""qproto_009_metric_lookup""]"
ev_00819,frag_01725,doc_0353,period,Q4 2019,Q4 2019,0.76,"[""qproto_005_variance_explanation"", ""qproto_009_metric_lookup""]"
ev_00820,frag_01725,doc_0353,variance,7.4%,7.4%,0.665,"[""qproto_005_variance_explanation"", ""qproto_009_metric_lookup""]"
ev_00821,frag_01725,doc_0353,variance_driver,increased sales of premium handsets and the impact of higher-value mo…,"Product revenues grew by 7.4% year over year, driven by increased sales of premium handsets and the impact of higher-va…",0.665,"[""qproto_005_variance_explanation"", ""qproto_009_metric_lookup""]"
ev_00822,frag_01726,doc_0353,variance_driver,the growth in revenues,the growth in revenues,0.665,"[""qproto_005_variance_explanation""]"
ev_00823,frag_01727,doc_0353,metric,revenue,revenue,0.76,"[""qproto_009_metric_lookup""]"
ev_00824,frag_01727,doc_0353,value,37.9%,37.9%,0.76,"[""qproto_009_metric_lookup""]"
ev_00825,frag_01727,doc_0353,period,Q4 2018,Q4 2018,0.76,"[""qproto_009_metric_lookup""]"
ev_00826,frag_01728,doc_0353,amount_threshold,$1 million,$1 million,0.741,"[""qproto_001_threshold_lookup"", ""qproto_005_variance_explanation"", ""qproto_009_metric_lookup""]"
ev_00827,frag_01728,doc_0353,metric,revenue,revenue,0.76,"[""qproto_001_threshold_lookup"", ""qproto_005_variance_explanation"", ""qproto_009_metric_lookup""]"
ev_00828,frag_01728,doc_0353,value,0.6%,0.6%,0.76,"[""qproto_001_threshold_lookup"", ""qproto_005_variance_explanation"", ""qproto_009_metric_lookup""]"
ev_00829,frag_01728,doc_0353,period,Q4 2019,Q4 2019,0.76,"[""qproto_001_threshold_lookup"", ""qproto_005_variance_explanation"", ""qproto_009_metric_lookup""]"
ev_00830,frag_01728,doc_0353,variance,0.6%,0.6%,0.665,"[""qproto_001_threshold_lookup"", ""qproto_005_variance_explanation"", ""qproto_009_metric_lookup""]"
ev_00831,frag_01728,doc_0353,variance_driver,the favourable impact from the adoption of IFRS 16 in 2019 and contin…,"Product revenues were relatively stable year over year, declining 0.6% or $1 million. pages.[0].blocks.[18].words.word_…",0.665,"[""qproto_001_threshold_lookup"", ""qproto_005_variance_explanation"", ""qproto_009_metric_lookup""]"
ev_00832,frag_01729,doc_0353,variance,43.3%,43.3%,0.665,"[""qproto_005_variance_explanation""]"
ev_00833,frag_01729,doc_0353,variance_driver,increased subscriber revenues from the continued growth in Crave due …,"Adjusted EBITDA margin increased 0.6 pts to 43.3% in Q4 2019, compared to Q4 2018, mainly due to the favourable impact …",0.665,"[""qproto_005_variance_explanation""]"
ev_00834,frag_01730,doc_0353,amount_threshold,"$1,153 million","$1,153 million",0.741,"[""qproto_001_threshold_lookup"", ""qproto_005_variance_explanation"", ""qproto_009_metric_lookup""]"
ev_00835,frag_01730,doc_0353,metric,operating expenses,operating expenses,0.76,"[""qproto_001_threshold_lookup"", ""qproto_005_variance_explanation"", ""qproto_009_metric_lookup""]"
ev_00836,frag_01730,doc_0353,value,3.4%,3.4%,0.76,"[""qproto_001_threshold_lookup"", ""qproto_005_variance_explanation"", ""qproto_009_metric_lookup""]"
ev_00837,frag_01730,doc_0353,period,Q4 2019,Q4 2019,0.76,"[""qproto_001_threshold_lookup"", ""qproto_005_variance_explanation"", ""qproto_009_metric_lookup""]"
ev_00838,frag_01730,doc_0353,variance,3.4%,3.4%,0.665,"[""qproto_001_threshold_lookup"", ""qproto_005_variance_explanation"", ""qproto_009_metric_lookup""]"
ev_00839,frag_01730,doc_0353,variance_driver,higher operating revenues coupled with stable operating expenses as t…,"Advertising revenues declined modestly in Q4 2019, compared to Q4 2018, from lower conventional TV advertising revenues…",0.665,"[""qproto_001_threshold_lookup"", ""qproto_005_variance_explanation"", ""qproto_009_metric_lookup""]"
ev_00840,frag_01731,doc_0353,variance_driver,increases across all three of our segments,increases across all three of our segments,0.665,"[""qproto_001_threshold_lookup"", ""qproto_005_variance_explanation""]"
ev_00841,frag_01731,doc_0353,amount_threshold,$96 million,$96 million,0.741,"[""qproto_001_threshold_lookup"", ""qproto_005_variance_explanation""]"
ev_00842,frag_01732,doc_0353,amount_threshold,"$1,153","$1,153",0.741,"[""qproto_001_threshold_lookup""]"
ev_00843,frag_01734,doc_0355,rule,Retained earnings and dividend policies: pages.[0].blocks.[0].words.word_list.[…,Retained earnings and dividend policies: pages.[0].blocks.[0].words.word_list.[0] = c. pages.[0].blocks.[0].words.word_…,0.589,"[""qproto_003_rule_lookup""]"
ev_00844,frag_01737,doc_0355,exception,for when accumulated legal reserve has reached UMC’s paid-in capital,for when accumulated legal reserve has reached UMC’s paid-in capital,0.684,"[""qproto_004_exception_lookup""]"
ev_00845,frag_01737,doc_0355,condition,for when accumulated legal reserve has reached UMC’s paid-i…,"Setting aside 10% for legal reserve, except for when accumulated legal reserve has reached UMC’s paid-in capital. pages…",0.684,"[""qproto_004_exception_lookup""]"
ev_00846,frag_01739,doc_0355,rule,"The remaining, plus the previous year’s unappropriated earnings, shall be distr…","The remaining, plus the previous year’s unappropriated earnings, shall be distributed according to the distribution pla…",0.589,"[""qproto_003_rule_lookup""]"
ev_00847,frag_01740,doc_0355,rule,The Board of Directors shall propose the distribution plan and submit it to the…,The Board of Directors shall propose the distribution plan and submit it to the stockholders’ meeting every year.,0.589,"[""qproto_003_rule_lookup""]"
ev_00848,frag_01741,doc_0355,rule,The distribution of stockholders’ dividend shall be allocated as cash dividend …,"The distribution of stockholders’ dividend shall be allocated as cash dividend in the range of 20% to 100%, and stock d…",0.589,"[""qproto_002_metric_lookup"", ""qproto_003_rule_lookup""]"
ev_00849,frag_01741,doc_0355,metric,forecast,forecast,0.76,"[""qproto_002_metric_lookup"", ""qproto_003_rule_lookup""]"
ev_00850,frag_01741,doc_0355,value,20%,20%,0.76,"[""qproto_002_metric_lookup"", ""qproto_003_rule_lookup""]"
ev_00851,frag_01742,doc_0355,exception,the stated condition,Such special reserve is prohibited from distribution.,0.684,"[""qproto_003_rule_lookup"", ""qproto_004_exception_lookup""]"
ev_00852,frag_01742,doc_0355,condition,the stated condition,Such special reserve is prohibited from distribution.,0.684,"[""qproto_003_rule_lookup"", ""qproto_004_exception_lookup""]"
ev_00853,frag_01742,doc_0355,rule,Such special reserve is prohibited from distribution.,Such special reserve is prohibited from distribution.,0.589,"[""qproto_003_rule_lookup"", ""qproto_004_exception_lookup""]"
ev_00854,frag_01743,doc_0355,exception,the stated condition,"However, if any of the debit elements is reversed, the special reserve in the amount equal to the reversal may be relea…",0.684,"[""qproto_003_rule_lookup"", ""qproto_004_exception_lookup""]"
ev_00855,frag_01743,doc_0355,condition,the stated condition,"However, if any of the debit elements is reversed, the special reserve in the amount equal to the reversal may be relea…",0.684,"[""qproto_003_rule_lookup"", ""qproto_004_exception_lookup""]"
ev_00856,frag_01743,doc_0355,rule,"However, if any of the debit elements is reversed, the special reserve in the a…","However, if any of the debit elements is reversed, the special reserve in the amount equal to the reversal may be relea…",0.589,"[""qproto_003_rule_lookup"", ""qproto_004_exception_lookup""]"
ev_00857,frag_01744,doc_0355,amount_threshold,"$ 707,299","$ 707,299",0.855,"[""qproto_015_approval_lookup""]"
ev_00858,frag_01744,doc_0355,approver,Legal,Legal,0.855,"[""qproto_015_approval_lookup""]"
ev_00859,frag_01752,doc_0359,metric,revenue,revenue,0.76,"[""qproto_002_metric_lookup""]"
ev_00860,frag_01752,doc_0359,value,3 percent,3 percent,0.76,"[""qproto_002_metric_lookup""]"
ev_00861,frag_01756,doc_0359,metric,revenue,revenue,0.76,"[""qproto_002_metric_lookup""]"
ev_00862,frag_01756,doc_0359,value,$2.2,$2.2,0.76,"[""qproto_002_metric_lookup""]"
ev_00863,frag_01757,doc_0359,metric,revenue,revenue,0.76,"[""qproto_002_metric_lookup""]"
ev_00864,frag_01757,doc_0359,value,$2.2,$2.2,0.76,"[""qproto_002_metric_lookup""]"
ev_00865,frag_01759,doc_0359,metric,revenue,revenue,0.76,"[""qproto_002_metric_lookup""]"
ev_00866,frag_01759,doc_0359,value,$10.57,$10.57,0.76,"[""qproto_002_metric_lookup""]"
ev_00867,frag_01769,doc_0359,variance_driver,lower income from expected return on assets,lower income from expected return on assets,0.665,"[""qproto_005_variance_explanation""]"
ev_00868,frag_01770,doc_0359,amount_threshold,$2.3,$2.3,0.741,"[""qproto_001_threshold_lookup""]"
ev_00869,frag_01771,doc_0359,region,global,global,0.741,"[""qproto_008_threshold_lookup""]"
ev_00870,frag_01771,doc_0359,amount_threshold,$14.8,$14.8,0.741,"[""qproto_008_threshold_lookup""]"
ev_00871,frag_01774,doc_0359,exception,certain conditions are met,certain conditions are met,0.684,"[""qproto_004_exception_lookup""]"
ev_00872,frag_01774,doc_0359,condition,certain conditions are met,certain conditions are met,0.684,"[""qproto_004_exception_lookup""]"
ev_00873,frag_01775,doc_0359,exception,pages,pages,0.684,"[""qproto_004_exception_lookup""]"
ev_00874,frag_01775,doc_0359,condition,pages,pages,0.684,"[""qproto_004_exception_lookup""]"
ev_00875,frag_01778,doc_0359,scope,the stated audience,"At December 31, 2019, the fair value of those instruments that were in a liability position was $673 million, before an…",0.665,"[""qproto_006_applicability_check""]"
ev_00876,frag_01778,doc_0359,audience,the stated audience,"At December 31, 2019, the fair value of those instruments that were in a liability position was $673 million, before an…",0.665,"[""qproto_006_applicability_check""]"
ev_00877,frag_01779,doc_0359,amount_threshold,$673,$673,0.741,"[""qproto_001_threshold_lookup"", ""qproto_006_applicability_check""]"
ev_00878,frag_01779,doc_0359,scope,the stated audience,"We have no other contractual arrangements that, in the event of a change in credit rating, would result in a material a…",0.665,"[""qproto_001_threshold_lookup"", ""qproto_006_applicability_check""]"
ev_00879,frag_01779,doc_0359,audience,the stated audience,"We have no other contractual arrangements that, in the event of a change in credit rating, would result in a material a…",0.665,"[""qproto_001_threshold_lookup"", ""qproto_006_applicability_check""]"
ev_00880,frag_01782,doc_0359,scope,the stated audience,"We are evaluating the potential impact of the replacement of the LIBOR benchmark interest rate, including risk manageme…",0.665,"[""qproto_006_applicability_check""]"
ev_00881,frag_01782,doc_0359,audience,the stated audience,"We are evaluating the potential impact of the replacement of the LIBOR benchmark interest rate, including risk manageme…",0.665,"[""qproto_006_applicability_check""]"
ev_00882,frag_01783,doc_0359,scope,the stated audience,"For the purpose of running its business, IBM manages, monitors and analyzes cash flows in a different format. pages.[1]…",0.665,"[""qproto_006_applicability_check""]"
ev_00883,frag_01783,doc_0359,audience,the stated audience,"For the purpose of running its business, IBM manages, monitors and analyzes cash flows in a different format. pages.[1]…",0.665,"[""qproto_006_applicability_check""]"
ev_00884,frag_01792,doc_0361,rule,Exchange transaction impacts on operating profit are assessed on the basis of t…,Exchange transaction impacts on operating profit are assessed on the basis of transactions being at constant currency b…,0.589,"[""qproto_002_metric_lookup"", ""qproto_003_rule_lookup""]"
ev_00885,frag_01792,doc_0361,metric,revenue,revenue,0.76,"[""qproto_002_metric_lookup"", ""qproto_003_rule_lookup""]"
ev_00886,frag_01792,doc_0361,value,6%,6%,0.76,"[""qproto_002_metric_lookup"", ""qproto_003_rule_lookup""]"
ev_00887,frag_01796,doc_0363,amount_threshold,"$ 10,045","$ 10,045",0.741,"[""qproto_001_threshold_lookup""]"
ev_00888,frag_01802,doc_0363,amount_threshold,$70.8,$70.8,0.741,"[""qproto_001_threshold_lookup""]"
ev_00889,frag_01807,doc_0365,region,us,us,0.741,"[""qproto_003_rule_lookup"", ""qproto_008_threshold_lookup""]"
ev_00890,frag_01807,doc_0365,amount_threshold,$240 million,$240 million,0.741,"[""qproto_003_rule_lookup"", ""qproto_008_threshold_lookup""]"
ev_00891,frag_01807,doc_0365,rule,Changes in these factors could cause actual future contributions to differ from…,Changes in these factors could cause actual future contributions to differ from our current estimates and could require…,0.589,"[""qproto_003_rule_lookup"", ""qproto_008_threshold_lookup""]"
ev_00892,frag_01808,doc_0365,amount_threshold,$120 million,$120 million,0.741,"[""qproto_001_threshold_lookup""]"
ev_00893,frag_01823,doc_0369,scope,the stated audience,Income taxes are accrued and paid by each foreign entity in accordance with applicable local regulations. pages.[0].blo…,0.665,"[""qproto_006_applicability_check""]"
ev_00894,frag_01823,doc_0369,audience,the stated audience,Income taxes are accrued and paid by each foreign entity in accordance with applicable local regulations. pages.[0].blo…,0.665,"[""qproto_006_applicability_check""]"
ev_00895,frag_01825,doc_0371,exception,pages,pages,0.684,"[""qproto_004_exception_lookup""]"
ev_00896,frag_01825,doc_0371,condition,pages,pages,0.684,"[""qproto_004_exception_lookup""]"
ev_00897,frag_01831,doc_0371,amount_threshold,$200,$200,0.741,"[""qproto_001_threshold_lookup"", ""qproto_002_metric_lookup""]"
ev_00898,frag_01831,doc_0371,metric,operating expenses,operating expenses,0.76,"[""qproto_001_threshold_lookup"", ""qproto_002_metric_lookup""]"
ev_00899,frag_01831,doc_0371,value,$200,$200,0.76,"[""qproto_001_threshold_lookup"", ""qproto_002_metric_lookup""]"
ev_00900,frag_01832,doc_0373,metric,Revenue,Revenue,0.76,"[""qproto_002_metric_lookup""]"
ev_00901,frag_01832,doc_0373,value,"$ 268,453","$ 268,453",0.76,"[""qproto_002_metric_lookup""]"
ev_00902,frag_01834,doc_0373,exception,percentages and per share data),percentages and per share data),0.684,"[""qproto_002_metric_lookup"", ""qproto_004_exception_lookup""]"
ev_00903,frag_01834,doc_0373,condition,percentages and per share data),percentages and per share data),0.684,"[""qproto_002_metric_lookup"", ""qproto_004_exception_lookup""]"
ev_00904,frag_01834,doc_0373,metric,revenue,revenue,0.76,"[""qproto_002_metric_lookup"", ""qproto_004_exception_lookup""]"
ev_00905,frag_01834,doc_0373,value,10%,10%,0.76,"[""qproto_002_metric_lookup"", ""qproto_004_exception_lookup""]"
ev_00906,frag_01836,doc_0373,exception,pages,pages,0.684,"[""qproto_002_metric_lookup"", ""qproto_004_exception_lookup""]"
ev_00907,frag_01836,doc_0373,condition,pages,pages,0.684,"[""qproto_002_metric_lookup"", ""qproto_004_exception_lookup""]"
ev_00908,frag_01836,doc_0373,metric,Gross margin,Gross margin,0.76,"[""qproto_002_metric_lookup"", ""qproto_004_exception_lookup""]"
ev_00909,frag_01836,doc_0373,value,"$ 94,888","$ 94,888",0.76,"[""qproto_002_metric_lookup"", ""qproto_004_exception_lookup""]"
ev_00910,frag_01839,doc_0375,amount_threshold,$ 100,$ 100,0.741,"[""qproto_001_threshold_lookup""]"
ev_00911,frag_01842,doc_0375,amount_threshold,$147,$147,0.741,"[""qproto_001_threshold_lookup""]"
ev_00912,frag_01848,doc_0377,amount_threshold,$584 million,$584 million,0.741,"[""qproto_001_threshold_lookup""]"
ev_00913,frag_01857,doc_0379,amount_threshold,$ 3.7,$ 3.7,0.741,"[""qproto_001_threshold_lookup""]"
ev_00914,frag_01869,doc_0379,exception,the stated condition,The Company has determined that the most pages.[0].blocks.[27].words.word_list.[0] = The pages.[0].blocks.[27].words.wo…,0.684,"[""qproto_004_exception_lookup""]"
ev_00915,frag_01869,doc_0379,condition,the stated condition,The Company has determined that the most pages.[0].blocks.[27].words.word_list.[0] = The pages.[0].blocks.[27].words.wo…,0.684,"[""qproto_004_exception_lookup""]"
ev_00916,frag_01871,doc_0379,exception,the stated condition,Revenue for consignment arrangements is recognized upon the customer’s usage. pages.[0].blocks.[28].words.word_list.[0]…,0.684,"[""qproto_004_exception_lookup""]"
ev_00917,frag_01871,doc_0379,condition,the stated condition,Revenue for consignment arrangements is recognized upon the customer’s usage. pages.[0].blocks.[28].words.word_list.[0]…,0.684,"[""qproto_004_exception_lookup""]"
ev_00918,frag_01880,doc_0385,amount_threshold,$ 29.66,$ 29.66,0.741,"[""qproto_001_threshold_lookup"", ""qproto_004_exception_lookup""]"
ev_00919,frag_01880,doc_0385,exception,pages,pages,0.684,"[""qproto_001_threshold_lookup"", ""qproto_004_exception_lookup""]"
ev_00920,frag_01880,doc_0385,condition,pages,pages,0.684,"[""qproto_001_threshold_lookup"", ""qproto_004_exception_lookup""]"
ev_00921,frag_01881,doc_0385,amount_threshold,$254,$254,0.741,"[""qproto_001_threshold_lookup""]"
ev_00922,frag_01882,doc_0385,rule,"GAAP metrics or internal metrics that are defined, fixed and consistently deter…","GAAP metrics or internal metrics that are defined, fixed and consistently determined, and that require the employee to …",0.589,"[""qproto_003_rule_lookup""]"
ev_00923,frag_01883,doc_0385,rule,"Therefore, these awards met the performance-based award classification criteria…","Therefore, these awards met the performance-based award classification criteria as defined within ASC 718. pages.[0].bl…",0.589,"[""qproto_003_rule_lookup""]"
ev_00924,frag_01884,doc_0385,rule,"Option valuati on models, including the Black-Scholes-Merton option-pricing mod…","Option valuati on models, including the Black-Scholes-Merton option-pricing model, require the input of assumptions, in…",0.589,"[""qproto_003_rule_lookup""]"
ev_00925,frag_01885,doc_0385,rule,The weighted-average input assumptions used and resulting fair values of our se…,The weighted-average input assumptions used and resulting fair values of our service-ba sed stock options were as follo…,0.589,"[""qproto_003_rule_lookup""]"
ev_00926,frag_01891,doc_0389,effective_date,"December 31, 2019","December 31, 2019",0.807,"[""qproto_007_effective_date_lookup""]"
ev_00927,frag_01893,doc_0389,effective_date,"December 22, 2017","December 22, 2017",0.807,"[""qproto_007_effective_date_lookup""]"
ev_00928,frag_01894,doc_0389,amount_threshold,$2.1,$2.1,0.741,"[""qproto_001_threshold_lookup"", ""qproto_007_effective_date_lookup""]"
ev_00929,frag_01894,doc_0389,effective_date,"January 1, 2018","January 1, 2018",0.807,"[""qproto_001_threshold_lookup"", ""qproto_007_effective_date_lookup""]"
ev_00930,frag_01897,doc_0391,amount_threshold,"$ 15,103","$ 15,103",0.741,"[""qproto_001_threshold_lookup""]"
ev_00931,frag_01901,doc_0391,amount_threshold,"$ 14,120","$ 14,120",0.741,"[""qproto_001_threshold_lookup""]"
ev_00932,frag_01907,doc_0391,effective_date,"December 22, 2017","December 22, 2017",0.807,"[""qproto_002_metric_lookup"", ""qproto_007_effective_date_lookup""]"
ev_00933,frag_01907,doc_0391,metric,Revenue,Revenue,0.76,"[""qproto_002_metric_lookup"", ""qproto_007_effective_date_lookup""]"
ev_00934,frag_01907,doc_0391,value,"$5,785,","$5,785,",0.76,"[""qproto_002_metric_lookup"", ""qproto_007_effective_date_lookup""]"
ev_00935,frag_01908,doc_0391,effective_date,"December 31, 2017","December 31, 2017",0.807,"[""qproto_007_effective_date_lookup""]"
ev_00936,frag_01909,doc_0391,effective_date,"December 22, 2017","December 22, 2017",0.807,"[""qproto_002_metric_lookup"", ""qproto_007_effective_date_lookup""]"
ev_00937,frag_01909,doc_0391,metric,Revenue,Revenue,0.76,"[""qproto_002_metric_lookup"", ""qproto_007_effective_date_lookup""]"
ev_00938,frag_01909,doc_0391,value,"$11,734","$11,734",0.76,"[""qproto_002_metric_lookup"", ""qproto_007_effective_date_lookup""]"
ev_00939,frag_01912,doc_0393,amount_threshold,$373 million,$373 million,0.741,"[""qproto_001_threshold_lookup""]"
ev_00940,frag_01914,doc_0393,amount_threshold,$10 million,$10 million,0.741,"[""qproto_001_threshold_lookup""]"
ev_00941,frag_01917,doc_0393,amount_threshold,$26.5,$26.5,0.741,"[""qproto_001_threshold_lookup""]"
ev_00942,frag_01918,doc_0393,amount_threshold,$250 million,$250 million,0.741,"[""qproto_001_threshold_lookup""]"
ev_00943,frag_01919,doc_0393,region,us,us,0.741,"[""qproto_008_threshold_lookup""]"
ev_00944,frag_01919,doc_0393,amount_threshold,$250,$250,0.741,"[""qproto_008_threshold_lookup""]"
ev_00945,frag_01922,doc_0393,amount_threshold,$991 million,$991 million,0.741,"[""qproto_001_threshold_lookup""]"
ev_00946,frag_01924,doc_0393,amount_threshold,$991,$991,0.741,"[""qproto_001_threshold_lookup""]"
ev_00947,frag_01926,doc_0393,amount_threshold,$700,$700,0.741,"[""qproto_001_threshold_lookup""]"
ev_00948,frag_01932,doc_0393,rule,"In addition, upon the occurrence of certain events, as described in the indentu…","In addition, upon the occurrence of certain events, as described in the indenture, we will be required to make an offer…",0.589,"[""qproto_003_rule_lookup""]"
ev_00949,frag_01933,doc_0393,amount_threshold,$1.25,$1.25,0.741,"[""qproto_001_threshold_lookup""]"
ev_00950,frag_01934,doc_0393,amount_threshold,$1.25,$1.25,0.741,"[""qproto_001_threshold_lookup"", ""qproto_006_applicability_check""]"
ev_00951,frag_01934,doc_0393,scope,the stated audience,"The facility matures on October 13, 2022. pages.[1].blocks.[10].words.word_list.[0] = On pages.[1].blocks.[10].words.wo…",0.665,"[""qproto_001_threshold_lookup"", ""qproto_006_applicability_check""]"
ev_00952,frag_01934,doc_0393,audience,the stated audience,"The facility matures on October 13, 2022. pages.[1].blocks.[10].words.word_list.[0] = On pages.[1].blocks.[10].words.wo…",0.665,"[""qproto_001_threshold_lookup"", ""qproto_006_applicability_check""]"
ev_00953,frag_01935,doc_0393,scope,the stated audience,Principal and pages.[1].blocks.[11].words.word_list.[0] = Interest pages.[1].blocks.[11].words.word_list.[1] = on pages…,0.665,"[""qproto_006_applicability_check""]"
ev_00954,frag_01935,doc_0393,audience,the stated audience,Principal and pages.[1].blocks.[11].words.word_list.[0] = Interest pages.[1].blocks.[11].words.word_list.[1] = on pages…,0.665,"[""qproto_006_applicability_check""]"
ev_00955,frag_01936,doc_0395,metric,revenue,revenue,0.76,"[""qproto_002_metric_lookup""]"
ev_00956,frag_01936,doc_0395,value,94%,94%,0.76,"[""qproto_002_metric_lookup""]"
ev_00957,frag_01937,doc_0395,metric,Revenue,Revenue,0.76,"[""qproto_002_metric_lookup""]"
ev_00958,frag_01937,doc_0395,value,"$ 59,545","$ 59,545",0.76,"[""qproto_002_metric_lookup""]"
ev_00959,frag_01940,doc_0395,metric,Services revenue,Services revenue,0.76,"[""qproto_002_metric_lookup""]"
ev_00960,frag_01940,doc_0395,value,$4.9 million,$4.9 million,0.76,"[""qproto_002_metric_lookup""]"
ev_00961,frag_01940,doc_0395,metric,services revenue,services revenue,0.76,"[""qproto_002_metric_lookup""]"
ev_00962,frag_01940,doc_0395,value,$56.6 million,$56.6 million,0.76,"[""qproto_002_metric_lookup""]"
ev_00963,frag_01942,doc_0395,metric,revenue,revenue,0.76,"[""qproto_002_metric_lookup""]"
ev_00964,frag_01942,doc_0395,value,$4.9,$4.9,0.76,"[""qproto_002_metric_lookup""]"
ev_00965,frag_01951,doc_0399,rule,USD 1.0m) is required to be presented as follows:,USD 1.0m) is required to be presented as follows:,0.589,"[""qproto_003_rule_lookup""]"
ev_00966,frag_01952,doc_0399,exception,the stated condition,"Our Audit Committee pre-approves all audit, audit-related and non-audit services not prohibited by law to be performed …",0.684,"[""qproto_003_rule_lookup"", ""qproto_004_exception_lookup""]"
ev_00967,frag_01952,doc_0399,condition,the stated condition,"Our Audit Committee pre-approves all audit, audit-related and non-audit services not prohibited by law to be performed …",0.684,"[""qproto_003_rule_lookup"", ""qproto_004_exception_lookup""]"
ev_00968,frag_01952,doc_0399,rule,"Our Audit Committee pre-approves all audit, audit-related and non-audit service…","Our Audit Committee pre-approves all audit, audit-related and non-audit services not prohibited by law to be performed …",0.589,"[""qproto_003_rule_lookup"", ""qproto_004_exception_lookup""]"
ev_00969,frag_01953,doc_0401,amount_threshold,"$ 6,490","$ 6,490",0.741,"[""qproto_001_threshold_lookup""]"
ev_00970,frag_01954,doc_0401,amount_threshold,"$203,000","$203,000",0.741,"[""qproto_001_threshold_lookup""]"
ev_00971,frag_01956,doc_0401,region,Europe,Europe,0.741,"[""qproto_008_threshold_lookup""]"
ev_00972,frag_01956,doc_0401,amount_threshold,"$127,000","$127,000",0.741,"[""qproto_008_threshold_lookup""]"
ev_00973,frag_01957,doc_0401,region,Europe,Europe,0.741,"[""qproto_008_threshold_lookup""]"
ev_00974,frag_01957,doc_0401,amount_threshold,$1.3 million,$1.3 million,0.741,"[""qproto_008_threshold_lookup""]"
ev_00975,frag_01958,doc_0401,amount_threshold,$2.2 million,$2.2 million,0.741,"[""qproto_001_threshold_lookup""]"
ev_00976,frag_01959,doc_0403,metric,Revenue,Revenue,0.76,"[""qproto_002_metric_lookup""]"
ev_00977,frag_01959,doc_0403,value,"$ 2,515","$ 2,515",0.76,"[""qproto_002_metric_lookup""]"
ev_00978,frag_01960,doc_0403,metric,revenue,revenue,0.76,"[""qproto_002_metric_lookup""]"
ev_00979,frag_01960,doc_0403,value,$75.3,$75.3,0.76,"[""qproto_002_metric_lookup""]"
ev_00980,frag_01961,doc_0403,metric,Revenue,Revenue,0.76,"[""qproto_002_metric_lookup""]"
ev_00981,frag_01961,doc_0403,value,$4.7 million,$4.7 million,0.76,"[""qproto_002_metric_lookup""]"
ev_00982,frag_01963,doc_0405,metric,revenue,revenue,0.76,"[""qproto_002_metric_lookup""]"
