source,target,edge_type,weight
qproto_001_threshold_lookup,frag_02560,prototype_fragment,0.78
qproto_001_threshold_lookup,frag_02561,prototype_fragment,0.78
qproto_001_threshold_lookup,frag_02568,prototype_fragment,0.78
qproto_001_threshold_lookup,frag_02581,prototype_fragment,0.78
qproto_005_variance_explanation,frag_02585,prototype_fragment,0.7
qproto_005_variance_explanation,frag_02586,prototype_fragment,0.7
qproto_001_threshold_lookup,frag_02591,prototype_fragment,0.78
qproto_002_metric_lookup,frag_02605,prototype_fragment,0.8
qproto_002_metric_lookup,frag_02606,prototype_fragment,0.8
qproto_005_variance_explanation,frag_02606,prototype_fragment,0.7
qproto_002_metric_lookup,frag_02607,prototype_fragment,0.8
qproto_005_variance_explanation,frag_02607,prototype_fragment,0.7
qproto_002_metric_lookup,frag_02608,prototype_fragment,0.8
qproto_002_metric_lookup,frag_02609,prototype_fragment,0.8
qproto_002_metric_lookup,frag_02610,prototype_fragment,0.8
qproto_005_variance_explanation,frag_02610,prototype_fragment,0.7
qproto_002_metric_lookup,frag_02611,prototype_fragment,0.8
qproto_005_variance_explanation,frag_02611,prototype_fragment,0.7
qproto_002_metric_lookup,frag_02612,prototype_fragment,0.8
qproto_002_metric_lookup,frag_02616,prototype_fragment,0.8
qproto_003_rule_lookup,frag_02617,prototype_fragment,0.62
qproto_002_metric_lookup,frag_02617,prototype_fragment,0.8
qproto_003_rule_lookup,frag_02619,prototype_fragment,0.62
qproto_006_applicability_check,frag_02626,prototype_fragment,0.7
qproto_004_exception_lookup,frag_02629,prototype_fragment,0.72
qproto_002_metric_lookup,frag_02634,prototype_fragment,0.8
qproto_002_metric_lookup,frag_02636,prototype_fragment,0.8
qproto_002_metric_lookup,frag_02639,prototype_fragment,0.8
qproto_004_exception_lookup,frag_02641,prototype_fragment,0.72
qproto_003_rule_lookup,frag_02641,prototype_fragment,0.62
qproto_006_applicability_check,frag_02642,prototype_fragment,0.7
qproto_004_exception_lookup,frag_02642,prototype_fragment,0.72
qproto_003_rule_lookup,frag_02642,prototype_fragment,0.62
qproto_010_variance_explanation,frag_02648,prototype_fragment,0.7
qproto_001_threshold_lookup,frag_02657,prototype_fragment,0.78
qproto_001_threshold_lookup,frag_02658,prototype_fragment,0.78
qproto_002_metric_lookup,frag_02659,prototype_fragment,0.8
qproto_005_variance_explanation,frag_02660,prototype_fragment,0.7
qproto_011_owner_lookup,frag_02671,prototype_fragment,0.8
qproto_007_effective_date_lookup,frag_02671,prototype_fragment,0.85
qproto_015_approval_lookup,frag_02673,prototype_fragment,0.9
qproto_003_rule_lookup,frag_02673,prototype_fragment,0.62
qproto_015_approval_lookup,frag_02673,prototype_fragment,0.9
qproto_003_rule_lookup,frag_02675,prototype_fragment,0.62
qproto_010_variance_explanation,frag_02675,prototype_fragment,0.7
qproto_003_rule_lookup,frag_02675,prototype_fragment,0.62
qproto_011_owner_lookup,frag_02677,prototype_fragment,0.8
qproto_013_approval_lookup,frag_02679,prototype_fragment,0.9
qproto_013_approval_lookup,frag_02680,prototype_fragment,0.9
qproto_013_approval_lookup,frag_02681,prototype_fragment,0.9
qproto_013_approval_lookup,frag_02682,prototype_fragment,0.9
qproto_013_approval_lookup,frag_02683,prototype_fragment,0.9
qproto_013_approval_lookup,frag_02684,prototype_fragment,0.9
qproto_013_approval_lookup,frag_02685,prototype_fragment,0.9
qproto_013_approval_lookup,frag_02686,prototype_fragment,0.9
qproto_011_owner_lookup,frag_02687,prototype_fragment,0.8
qproto_009_metric_lookup,frag_02687,prototype_fragment,0.8
qproto_009_metric_lookup,frag_02690,prototype_fragment,0.8
qproto_002_metric_lookup,frag_02690,prototype_fragment,0.8
qproto_002_metric_lookup,frag_02692,prototype_fragment,0.8
qproto_010_variance_explanation,frag_02692,prototype_fragment,0.7
qproto_005_variance_explanation,frag_02692,prototype_fragment,0.7
qproto_002_metric_lookup,frag_02692,prototype_fragment,0.8
qproto_009_metric_lookup,frag_02694,prototype_fragment,0.8
qproto_002_metric_lookup,frag_02694,prototype_fragment,0.8
qproto_009_metric_lookup,frag_02696,prototype_fragment,0.8
qproto_014_approval_lookup,frag_02696,prototype_fragment,0.9
qproto_002_metric_lookup,frag_02696,prototype_fragment,0.8
qproto_006_applicability_check,frag_02699,prototype_fragment,0.7
qproto_007_effective_date_lookup,frag_02699,prototype_fragment,0.85
qproto_003_rule_lookup,frag_02701,prototype_fragment,0.62
qproto_014_approval_lookup,frag_02701,prototype_fragment,0.9
qproto_003_rule_lookup,frag_02701,prototype_fragment,0.62
qproto_014_approval_lookup,frag_02703,prototype_fragment,0.9
qproto_003_rule_lookup,frag_02703,prototype_fragment,0.62
qproto_011_owner_lookup,frag_02703,prototype_fragment,0.8
qproto_004_exception_lookup,frag_02705,prototype_fragment,0.72
qproto_003_rule_lookup,frag_02705,prototype_fragment,0.62
qproto_014_approval_lookup,frag_02705,prototype_fragment,0.9
qproto_003_rule_lookup,frag_02705,prototype_fragment,0.62
qproto_006_applicability_check,frag_02708,prototype_fragment,0.7
qproto_007_effective_date_lookup,frag_02708,prototype_fragment,0.85
qproto_015_approval_lookup,frag_02710,prototype_fragment,0.9
qproto_017_approval_lookup,frag_02710,prototype_fragment,0.9
qproto_003_rule_lookup,frag_02710,prototype_fragment,0.62
qproto_017_approval_lookup,frag_02710,prototype_fragment,0.9
qproto_017_approval_lookup,frag_02710,prototype_fragment,0.9
qproto_003_rule_lookup,frag_02710,prototype_fragment,0.62
qproto_004_exception_lookup,frag_02712,prototype_fragment,0.72
qproto_003_rule_lookup,frag_02712,prototype_fragment,0.62
qproto_012_sla_lookup,frag_02712,prototype_fragment,0.78
qproto_004_exception_lookup,frag_02712,prototype_fragment,0.72
qproto_011_owner_lookup,frag_02714,prototype_fragment,0.8
qproto_006_applicability_check,frag_02717,prototype_fragment,0.7
qproto_007_effective_date_lookup,frag_02717,prototype_fragment,0.85
qproto_008_threshold_lookup,frag_02719,prototype_fragment,0.78
qproto_003_rule_lookup,frag_02719,prototype_fragment,0.62
qproto_001_threshold_lookup,frag_02721,prototype_fragment,0.78
qproto_003_rule_lookup,frag_02721,prototype_fragment,0.62
qproto_015_approval_lookup,frag_02721,prototype_fragment,0.9
qproto_015_approval_lookup,frag_02723,prototype_fragment,0.9
qproto_004_exception_lookup,frag_02723,prototype_fragment,0.72
qproto_003_rule_lookup,frag_02723,prototype_fragment,0.62
qproto_011_owner_lookup,frag_02723,prototype_fragment,0.8
qproto_011_owner_lookup,frag_02729,prototype_fragment,0.8
qproto_006_applicability_check,frag_02729,prototype_fragment,0.7
qproto_007_effective_date_lookup,frag_02729,prototype_fragment,0.85
qproto_003_rule_lookup,frag_02732,prototype_fragment,0.62
qproto_012_sla_lookup,frag_02732,prototype_fragment,0.78
qproto_003_rule_lookup,frag_02734,prototype_fragment,0.62
qproto_011_owner_lookup,frag_02735,prototype_fragment,0.8
qproto_012_sla_lookup,frag_02738,prototype_fragment,0.78
qproto_016_escalation_lookup,frag_02738,prototype_fragment,0.76
qproto_011_owner_lookup,frag_02743,prototype_fragment,0.8
qproto_007_effective_date_lookup,frag_02743,prototype_fragment,0.85
qproto_012_sla_lookup,frag_02746,prototype_fragment,0.78
qproto_003_rule_lookup,frag_02751,prototype_fragment,0.62
qproto_016_escalation_lookup,frag_02751,prototype_fragment,0.76
qproto_012_sla_lookup,frag_02752,prototype_fragment,0.78
qproto_003_rule_lookup,frag_02754,prototype_fragment,0.62
qproto_012_sla_lookup,frag_02754,prototype_fragment,0.78
qproto_003_rule_lookup,frag_02754,prototype_fragment,0.62
qproto_016_escalation_lookup,frag_02754,prototype_fragment,0.76
qproto_011_owner_lookup,frag_02759,prototype_fragment,0.8
qproto_007_effective_date_lookup,frag_02759,prototype_fragment,0.85
qproto_006_applicability_check,frag_02759,prototype_fragment,0.7
qproto_014_approval_lookup,frag_02765,prototype_fragment,0.9
qproto_003_rule_lookup,frag_02765,prototype_fragment,0.62
qproto_003_rule_lookup,frag_02768,prototype_fragment,0.62
qproto_012_sla_lookup,frag_02768,prototype_fragment,0.78
qproto_016_escalation_lookup,frag_02768,prototype_fragment,0.76
qproto_001_threshold_lookup,role::amount_threshold,prototype_evidence,1.0
qproto_002_metric_lookup,role::metric,prototype_evidence,1.0
qproto_002_metric_lookup,role::value,prototype_evidence,1.0
qproto_003_rule_lookup,role::condition,prototype_evidence,1.0
qproto_003_rule_lookup,role::rule,prototype_evidence,1.0
qproto_004_exception_lookup,role::condition,prototype_evidence,1.0
qproto_004_exception_lookup,role::exception,prototype_evidence,1.0
qproto_005_variance_explanation,role::variance,prototype_evidence,1.0
qproto_005_variance_explanation,role::variance_driver,prototype_evidence,1.0
qproto_006_applicability_check,role::audience,prototype_evidence,1.0
qproto_006_applicability_check,role::scope,prototype_evidence,1.0
qproto_007_effective_date_lookup,role::effective_date,prototype_evidence,1.0
qproto_008_threshold_lookup,role::amount_threshold,prototype_evidence,1.0
qproto_008_threshold_lookup,role::region,prototype_evidence,1.0
qproto_009_metric_lookup,role::metric,prototype_evidence,1.0
qproto_009_metric_lookup,role::period,prototype_evidence,1.0
qproto_009_metric_lookup,role::value,prototype_evidence,1.0
qproto_010_variance_explanation,role::variance,prototype_evidence,1.0
qproto_011_owner_lookup,role::owner,prototype_evidence,1.0
qproto_012_sla_lookup,role::sla,prototype_evidence,1.0
qproto_013_approval_lookup,role::approver,prototype_evidence,1.0
qproto_013_approval_lookup,role::region,prototype_evidence,1.0
qproto_014_approval_lookup,role::approver,prototype_evidence,1.0
qproto_015_approval_lookup,role::amount_threshold,prototype_evidence,1.0
qproto_015_approval_lookup,role::approver,prototype_evidence,1.0
qproto_016_escalation_lookup,role::escalation_target,prototype_evidence,1.0
qproto_017_approval_lookup,role::amount_threshold,prototype_evidence,1.0
qproto_017_approval_lookup,role::approver,prototype_evidence,1.0
qproto_017_approval_lookup,role::region,prototype_evidence,1.0
qproto_001_threshold_lookup,class_005,prototype_class,1.0
qproto_002_metric_lookup,class_003,prototype_class,1.0
qproto_003_rule_lookup,class_001,prototype_class,1.0
qproto_004_exception_lookup,class_001,prototype_class,1.0
qproto_005_variance_explanation,class_004,prototype_class,1.0
qproto_006_applicability_check,class_001,prototype_class,1.0
qproto_007_effective_date_lookup,class_001,prototype_class,1.0
qproto_008_threshold_lookup,class_005,prototype_class,1.0
qproto_009_metric_lookup,class_003,prototype_class,1.0
qproto_010_variance_explanation,class_004,prototype_class,1.0
qproto_011_owner_lookup,class_001,prototype_class,1.0
qproto_012_sla_lookup,class_001,prototype_class,1.0
qproto_013_approval_lookup,class_002,prototype_class,1.0
qproto_014_approval_lookup,class_002,prototype_class,1.0
qproto_015_approval_lookup,class_002,prototype_class,1.0
qproto_016_escalation_lookup,class_001,prototype_class,1.0
qproto_017_approval_lookup,class_002,prototype_class,1.0
frag_00004,role::metric,fragment_evidence,1.0
frag_00004,role::value,fragment_evidence,1.0
frag_00005,role::rule,fragment_evidence,1.0
frag_00006,role::metric,fragment_evidence,1.0
frag_00006,role::value,fragment_evidence,1.0
frag_00025,role::exception,fragment_evidence,1.0
frag_00025,role::condition,fragment_evidence,1.0
frag_00027,role::exception,fragment_evidence,1.0
frag_00027,role::condition,fragment_evidence,1.0
frag_00028,role::exception,fragment_evidence,1.0
frag_00028,role::condition,fragment_evidence,1.0
frag_00029,role::amount_threshold,fragment_evidence,1.0
frag_00034,role::amount_threshold,fragment_evidence,1.0
frag_00037,role::amount_threshold,fragment_evidence,1.0
frag_00041,role::rule,fragment_evidence,1.0
frag_00043,role::amount_threshold,fragment_evidence,1.0
frag_00047,role::exception,fragment_evidence,1.0
frag_00047,role::condition,fragment_evidence,1.0
frag_00048,role::amount_threshold,fragment_evidence,1.0
frag_00049,role::amount_threshold,fragment_evidence,1.0
frag_00066,role::exception,fragment_evidence,1.0
frag_00066,role::condition,fragment_evidence,1.0
frag_00071,role::rule,fragment_evidence,1.0
frag_00072,role::rule,fragment_evidence,1.0
frag_00072,role::metric,fragment_evidence,1.0
frag_00072,role::value,fragment_evidence,1.0
frag_00084,role::amount_threshold,fragment_evidence,1.0
frag_00084,role::effective_date,fragment_evidence,1.0
frag_00085,role::amount_threshold,fragment_evidence,1.0
frag_00092,role::region,fragment_evidence,1.0
frag_00092,role::amount_threshold,fragment_evidence,1.0
frag_00092,role::metric,fragment_evidence,1.0
frag_00092,role::value,fragment_evidence,1.0
frag_00099,role::metric,fragment_evidence,1.0
frag_00099,role::value,fragment_evidence,1.0
frag_00104,role::metric,fragment_evidence,1.0
frag_00104,role::value,fragment_evidence,1.0
frag_00110,role::effective_date,fragment_evidence,1.0
frag_00125,role::metric,fragment_evidence,1.0
frag_00125,role::value,fragment_evidence,1.0
frag_00129,role::rule,fragment_evidence,1.0
frag_00131,role::rule,fragment_evidence,1.0
frag_00131,role::metric,fragment_evidence,1.0
frag_00131,role::value,fragment_evidence,1.0
frag_00133,role::rule,fragment_evidence,1.0
frag_00137,role::exception,fragment_evidence,1.0
frag_00137,role::condition,fragment_evidence,1.0
frag_00137,role::metric,fragment_evidence,1.0
frag_00137,role::value,fragment_evidence,1.0
frag_00139,role::exception,fragment_evidence,1.0
frag_00139,role::condition,fragment_evidence,1.0
frag_00140,role::amount_threshold,fragment_evidence,1.0
frag_00150,role::variance,fragment_evidence,1.0
frag_00150,role::variance_driver,fragment_evidence,1.0
frag_00157,role::variance_driver,fragment_evidence,1.0
frag_00160,role::metric,fragment_evidence,1.0
frag_00160,role::value,fragment_evidence,1.0
frag_00164,role::metric,fragment_evidence,1.0
frag_00164,role::value,fragment_evidence,1.0
frag_00164,role::variance,fragment_evidence,1.0
frag_00164,role::variance_driver,fragment_evidence,1.0
frag_00170,role::amount_threshold,fragment_evidence,1.0
frag_00171,role::amount_threshold,fragment_evidence,1.0
frag_00174,role::effective_date,fragment_evidence,1.0
frag_00174,role::exception,fragment_evidence,1.0
frag_00174,role::condition,fragment_evidence,1.0
frag_00177,role::region,fragment_evidence,1.0
frag_00177,role::amount_threshold,fragment_evidence,1.0
frag_00181,role::region,fragment_evidence,1.0
frag_00181,role::amount_threshold,fragment_evidence,1.0
frag_00192,role::amount_threshold,fragment_evidence,1.0
frag_00196,role::effective_date,fragment_evidence,1.0
frag_00198,role::effective_date,fragment_evidence,1.0
frag_00199,role::amount_threshold,fragment_evidence,1.0
frag_00199,role::metric,fragment_evidence,1.0
frag_00199,role::value,fragment_evidence,1.0
frag_00200,role::exception,fragment_evidence,1.0
frag_00200,role::condition,fragment_evidence,1.0
frag_00200,role::metric,fragment_evidence,1.0
frag_00200,role::value,fragment_evidence,1.0
frag_00204,role::rule,fragment_evidence,1.0
frag_00208,role::amount_threshold,fragment_evidence,1.0
frag_00210,role::amount_threshold,fragment_evidence,1.0
frag_00211,role::amount_threshold,fragment_evidence,1.0
frag_00215,role::variance,fragment_evidence,1.0
frag_00215,role::variance_driver,fragment_evidence,1.0
frag_00216,role::metric,fragment_evidence,1.0
frag_00216,role::value,fragment_evidence,1.0
frag_00216,role::period,fragment_evidence,1.0
frag_00217,role::metric,fragment_evidence,1.0
frag_00217,role::value,fragment_evidence,1.0
frag_00217,role::period,fragment_evidence,1.0
frag_00218,role::metric,fragment_evidence,1.0
frag_00218,role::value,fragment_evidence,1.0
frag_00227,role::rule,fragment_evidence,1.0
frag_00228,role::rule,fragment_evidence,1.0
frag_00240,role::metric,fragment_evidence,1.0
frag_00240,role::value,fragment_evidence,1.0
frag_00247,role::sla,fragment_evidence,1.0
frag_00253,role::amount_threshold,fragment_evidence,1.0
frag_00262,role::metric,fragment_evidence,1.0
frag_00262,role::value,fragment_evidence,1.0
frag_00262,role::period,fragment_evidence,1.0
frag_00263,role::metric,fragment_evidence,1.0
frag_00263,role::value,fragment_evidence,1.0
frag_00263,role::period,fragment_evidence,1.0
frag_00264,role::variance_driver,fragment_evidence,1.0
frag_00265,role::metric,fragment_evidence,1.0
frag_00265,role::value,fragment_evidence,1.0
frag_00265,role::period,fragment_evidence,1.0
frag_00267,role::metric,fragment_evidence,1.0
frag_00267,role::value,fragment_evidence,1.0
frag_00267,role::period,fragment_evidence,1.0
frag_00268,role::metric,fragment_evidence,1.0
frag_00268,role::value,fragment_evidence,1.0
frag_00269,role::metric,fragment_evidence,1.0
frag_00269,role::value,fragment_evidence,1.0
frag_00269,role::period,fragment_evidence,1.0
frag_00270,role::metric,fragment_evidence,1.0
frag_00270,role::value,fragment_evidence,1.0
frag_00274,role::exception,fragment_evidence,1.0
frag_00274,role::condition,fragment_evidence,1.0
frag_00279,role::amount_threshold,fragment_evidence,1.0
frag_00281,role::amount_threshold,fragment_evidence,1.0
frag_00284,role::metric,fragment_evidence,1.0
frag_00284,role::value,fragment_evidence,1.0
frag_00285,role::variance_driver,fragment_evidence,1.0
frag_00289,role::variance_driver,fragment_evidence,1.0
frag_00290,role::variance_driver,fragment_evidence,1.0
frag_00297,role::scope,fragment_evidence,1.0
frag_00297,role::audience,fragment_evidence,1.0
frag_00300,role::amount_threshold,fragment_evidence,1.0
frag_00300,role::amount_threshold,fragment_evidence,1.0
frag_00302,role::amount_threshold,fragment_evidence,1.0
frag_00309,role::exception,fragment_evidence,1.0
frag_00309,role::condition,fragment_evidence,1.0
frag_00316,role::region,fragment_evidence,1.0
frag_00316,role::amount_threshold,fragment_evidence,1.0
frag_00318,role::scope,fragment_evidence,1.0
frag_00318,role::audience,fragment_evidence,1.0
frag_00320,role::amount_threshold,fragment_evidence,1.0
frag_00326,role::exception,fragment_evidence,1.0
frag_00326,role::condition,fragment_evidence,1.0
frag_00343,role::variance_driver,fragment_evidence,1.0
frag_00346,role::amount_threshold,fragment_evidence,1.0
frag_00347,role::amount_threshold,fragment_evidence,1.0
frag_00349,role::exception,fragment_evidence,1.0
frag_00349,role::condition,fragment_evidence,1.0
frag_00349,role::rule,fragment_evidence,1.0
frag_00359,role::variance_driver,fragment_evidence,1.0
frag_00360,role::amount_threshold,fragment_evidence,1.0
frag_00360,role::metric,fragment_evidence,1.0
frag_00360,role::value,fragment_evidence,1.0
frag_00360,role::variance,fragment_evidence,1.0
frag_00360,role::variance_driver,fragment_evidence,1.0
frag_00369,role::amount_threshold,fragment_evidence,1.0
frag_00374,role::amount_threshold,fragment_evidence,1.0
frag_00375,role::amount_threshold,fragment_evidence,1.0
frag_00380,role::amount_threshold,fragment_evidence,1.0
frag_00381,role::amount_threshold,fragment_evidence,1.0
frag_00382,role::amount_threshold,fragment_evidence,1.0
frag_00389,role::exception,fragment_evidence,1.0
frag_00389,role::condition,fragment_evidence,1.0
frag_00390,role::amount_threshold,fragment_evidence,1.0
frag_00390,role::exception,fragment_evidence,1.0
frag_00390,role::condition,fragment_evidence,1.0
frag_00393,role::metric,fragment_evidence,1.0
frag_00393,role::value,fragment_evidence,1.0
frag_00397,role::amount_threshold,fragment_evidence,1.0
frag_00398,role::amount_threshold,fragment_evidence,1.0
frag_00398,role::effective_date,fragment_evidence,1.0
frag_00398,role::scope,fragment_evidence,1.0
frag_00398,role::audience,fragment_evidence,1.0
frag_00400,role::metric,fragment_evidence,1.0
frag_00400,role::value,fragment_evidence,1.0
frag_00402,role::amount_threshold,fragment_evidence,1.0
frag_00402,role::metric,fragment_evidence,1.0
frag_00402,role::value,fragment_evidence,1.0
frag_00408,role::exception,fragment_evidence,1.0
frag_00408,role::condition,fragment_evidence,1.0
frag_00409,role::exception,fragment_evidence,1.0
frag_00409,role::condition,fragment_evidence,1.0
frag_00415,role::metric,fragment_evidence,1.0
frag_00415,role::value,fragment_evidence,1.0
frag_00416,role::metric,fragment_evidence,1.0
frag_00416,role::value,fragment_evidence,1.0
frag_00417,role::metric,fragment_evidence,1.0
frag_00417,role::value,fragment_evidence,1.0
frag_00418,role::metric,fragment_evidence,1.0
frag_00418,role::value,fragment_evidence,1.0
frag_00419,role::rule,fragment_evidence,1.0
frag_00422,role::rule,fragment_evidence,1.0
frag_00422,role::metric,fragment_evidence,1.0
frag_00422,role::value,fragment_evidence,1.0
frag_00424,role::metric,fragment_evidence,1.0
frag_00424,role::value,fragment_evidence,1.0
frag_00425,role::scope,fragment_evidence,1.0
frag_00425,role::audience,fragment_evidence,1.0
frag_00426,role::scope,fragment_evidence,1.0
frag_00426,role::audience,fragment_evidence,1.0
frag_00426,role::variance,fragment_evidence,1.0
frag_00426,role::variance_driver,fragment_evidence,1.0
frag_00437,role::rule,fragment_evidence,1.0
frag_00437,role::metric,fragment_evidence,1.0
frag_00437,role::value,fragment_evidence,1.0
frag_00438,role::metric,fragment_evidence,1.0
frag_00438,role::value,fragment_evidence,1.0
frag_00452,role::amount_threshold,fragment_evidence,1.0
frag_00452,role::metric,fragment_evidence,1.0
frag_00452,role::value,fragment_evidence,1.0
frag_00454,role::metric,fragment_evidence,1.0
frag_00454,role::value,fragment_evidence,1.0
frag_00455,role::metric,fragment_evidence,1.0
frag_00455,role::value,fragment_evidence,1.0
frag_00456,role::metric,fragment_evidence,1.0
frag_00456,role::value,fragment_evidence,1.0
frag_00457,role::metric,fragment_evidence,1.0
frag_00457,role::value,fragment_evidence,1.0
frag_00458,role::amount_threshold,fragment_evidence,1.0
frag_00458,role::metric,fragment_evidence,1.0
frag_00458,role::value,fragment_evidence,1.0
frag_00460,role::amount_threshold,fragment_evidence,1.0
frag_00460,role::metric,fragment_evidence,1.0
frag_00460,role::value,fragment_evidence,1.0
frag_00468,role::scope,fragment_evidence,1.0
frag_00468,role::audience,fragment_evidence,1.0
frag_00468,role::exception,fragment_evidence,1.0
frag_00468,role::condition,fragment_evidence,1.0
frag_00470,role::amount_threshold,fragment_evidence,1.0
frag_00470,role::scope,fragment_evidence,1.0
frag_00470,role::audience,fragment_evidence,1.0
frag_00470,role::metric,fragment_evidence,1.0
frag_00470,role::value,fragment_evidence,1.0
frag_00475,role::exception,fragment_evidence,1.0
frag_00475,role::condition,fragment_evidence,1.0
frag_00476,role::amount_threshold,fragment_evidence,1.0
frag_00476,role::rule,fragment_evidence,1.0
frag_00476,role::metric,fragment_evidence,1.0
frag_00476,role::value,fragment_evidence,1.0
frag_00479,role::amount_threshold,fragment_evidence,1.0
frag_00479,role::rule,fragment_evidence,1.0
frag_00480,role::amount_threshold,fragment_evidence,1.0
frag_00480,role::rule,fragment_evidence,1.0
frag_00486,role::amount_threshold,fragment_evidence,1.0
frag_00486,role::metric,fragment_evidence,1.0
frag_00486,role::value,fragment_evidence,1.0
frag_00487,role::amount_threshold,fragment_evidence,1.0
frag_00490,role::amount_threshold,fragment_evidence,1.0
frag_00497,role::metric,fragment_evidence,1.0
frag_00497,role::value,fragment_evidence,1.0
frag_00499,role::region,fragment_evidence,1.0
frag_00499,role::amount_threshold,fragment_evidence,1.0
frag_00499,role::metric,fragment_evidence,1.0
frag_00499,role::value,fragment_evidence,1.0
frag_00502,role::amount_threshold,fragment_evidence,1.0
frag_00502,role::metric,fragment_evidence,1.0
frag_00502,role::value,fragment_evidence,1.0
frag_00505,role::metric,fragment_evidence,1.0
frag_00505,role::value,fragment_evidence,1.0
frag_00509,role::amount_threshold,fragment_evidence,1.0
frag_00509,role::metric,fragment_evidence,1.0
frag_00509,role::value,fragment_evidence,1.0
frag_00533,role::scope,fragment_evidence,1.0
frag_00533,role::audience,fragment_evidence,1.0
frag_00540,role::exception,fragment_evidence,1.0
frag_00540,role::condition,fragment_evidence,1.0
frag_00545,role::metric,fragment_evidence,1.0
frag_00545,role::value,fragment_evidence,1.0
frag_00546,role::amount_threshold,fragment_evidence,1.0
frag_00553,role::scope,fragment_evidence,1.0
frag_00553,role::audience,fragment_evidence,1.0
frag_00553,role::rule,fragment_evidence,1.0
frag_00554,role::rule,fragment_evidence,1.0
frag_00576,role::amount_threshold,fragment_evidence,1.0
frag_00577,role::amount_threshold,fragment_evidence,1.0
frag_00579,role::effective_date,fragment_evidence,1.0
frag_00581,role::amount_threshold,fragment_evidence,1.0
frag_00581,role::exception,fragment_evidence,1.0
frag_00581,role::condition,fragment_evidence,1.0
frag_00581,role::metric,fragment_evidence,1.0
frag_00581,role::value,fragment_evidence,1.0
frag_00584,role::amount_threshold,fragment_evidence,1.0
frag_00585,role::rule,fragment_evidence,1.0
frag_00586,role::amount_threshold,fragment_evidence,1.0
frag_00586,role::rule,fragment_evidence,1.0
frag_00588,role::scope,fragment_evidence,1.0
frag_00588,role::audience,fragment_evidence,1.0
frag_00588,role::rule,fragment_evidence,1.0
frag_00590,role::scope,fragment_evidence,1.0
frag_00590,role::audience,fragment_evidence,1.0
frag_00592,role::scope,fragment_evidence,1.0
frag_00592,role::audience,fragment_evidence,1.0
frag_00602,role::variance,fragment_evidence,1.0
frag_00605,role::variance_driver,fragment_evidence,1.0
frag_00609,role::variance_driver,fragment_evidence,1.0
frag_00615,role::variance,fragment_evidence,1.0
frag_00615,role::variance_driver,fragment_evidence,1.0
frag_00618,role::rule,fragment_evidence,1.0
frag_00619,role::exception,fragment_evidence,1.0
frag_00619,role::condition,fragment_evidence,1.0
frag_00622,role::rule,fragment_evidence,1.0
frag_00624,role::exception,fragment_evidence,1.0
frag_00624,role::condition,fragment_evidence,1.0
frag_00624,role::rule,fragment_evidence,1.0
frag_00627,role::amount_threshold,fragment_evidence,1.0
frag_00627,role::metric,fragment_evidence,1.0
frag_00627,role::value,fragment_evidence,1.0
frag_00628,role::amount_threshold,fragment_evidence,1.0
frag_00628,role::effective_date,fragment_evidence,1.0
frag_00628,role::metric,fragment_evidence,1.0
frag_00628,role::value,fragment_evidence,1.0
frag_00632,role::variance_driver,fragment_evidence,1.0
frag_00635,role::effective_date,fragment_evidence,1.0
frag_00635,role::variance,fragment_evidence,1.0
frag_00635,role::variance_driver,fragment_evidence,1.0
frag_00636,role::variance_driver,fragment_evidence,1.0
frag_00641,role::variance_driver,fragment_evidence,1.0
frag_00643,role::variance_driver,fragment_evidence,1.0
frag_00645,role::region,fragment_evidence,1.0
frag_00645,role::amount_threshold,fragment_evidence,1.0
frag_00645,role::variance_driver,fragment_evidence,1.0
frag_00648,role::exception,fragment_evidence,1.0
frag_00648,role::condition,fragment_evidence,1.0
frag_00650,role::amount_threshold,fragment_evidence,1.0
frag_00651,role::amount_threshold,fragment_evidence,1.0
frag_00656,role::exception,fragment_evidence,1.0
frag_00656,role::condition,fragment_evidence,1.0
frag_00661,role::exception,fragment_evidence,1.0
frag_00661,role::condition,fragment_evidence,1.0
frag_00662,role::variance,fragment_evidence,1.0
frag_00662,role::metric,fragment_evidence,1.0
frag_00662,role::value,fragment_evidence,1.0
frag_00663,role::metric,fragment_evidence,1.0
frag_00663,role::value,fragment_evidence,1.0
frag_00663,role::variance,fragment_evidence,1.0
frag_00664,role::exception,fragment_evidence,1.0
frag_00664,role::condition,fragment_evidence,1.0
frag_00665,role::variance,fragment_evidence,1.0
frag_00665,role::metric,fragment_evidence,1.0
frag_00665,role::value,fragment_evidence,1.0
frag_00666,role::rule,fragment_evidence,1.0
frag_00666,role::metric,fragment_evidence,1.0
frag_00666,role::value,fragment_evidence,1.0
frag_00666,role::variance,fragment_evidence,1.0
frag_00667,role::metric,fragment_evidence,1.0
frag_00667,role::value,fragment_evidence,1.0
frag_00667,role::variance,fragment_evidence,1.0
frag_00667,role::variance_driver,fragment_evidence,1.0
frag_00668,role::metric,fragment_evidence,1.0
frag_00668,role::value,fragment_evidence,1.0
frag_00671,role::amount_threshold,fragment_evidence,1.0
frag_00685,role::metric,fragment_evidence,1.0
frag_00685,role::value,fragment_evidence,1.0
frag_00685,role::variance_driver,fragment_evidence,1.0
frag_00686,role::amount_threshold,fragment_evidence,1.0
frag_00686,role::metric,fragment_evidence,1.0
frag_00686,role::value,fragment_evidence,1.0
frag_00691,role::scope,fragment_evidence,1.0
frag_00691,role::audience,fragment_evidence,1.0
