tree_id,fragment_id,class_id,selected_candidate_type,optimized_for,expected_path_length,expected_context_tokens,trace_clarity,citation_locality,total_cost,objective_J
tree_frag_01464_v1,frag_01464,class_005,hybrid_optimized_tree,"[""metric_lookup"", ""threshold_lookup""]",1.457,16.0,0.75,1.0,0.1741,-0.0734
tree_frag_01468_v1,frag_01468,class_005,hybrid_optimized_tree,"[""threshold_lookup""]",1.0,9.0,0.857,1.0,0.1098,-0.1891
tree_frag_01470_v1,frag_01470,class_005,hybrid_optimized_tree,"[""threshold_lookup""]",1.0,11.0,0.857,1.0,0.1118,-0.1871
tree_frag_01471_v1,frag_01471,class_003,question_intent_tree,"[""metric_lookup""]",2.0,20.0,0.75,1.0,0.2217,-0.0333
tree_frag_01472_v1,frag_01472,class_003,question_intent_tree,"[""metric_lookup""]",2.0,20.0,0.75,1.0,0.2217,-0.0333
tree_frag_01488_v1,frag_01488,class_001,hybrid_optimized_tree,"[""rule_lookup""]",1.0,28.0,0.857,1.0,0.1788,-0.1201
tree_frag_01490_v1,frag_01490,class_001,hybrid_optimized_tree,"[""rule_lookup""]",1.0,28.0,0.857,1.0,0.1788,-0.1201
tree_frag_01491_v1,frag_01491,class_002,hybrid_optimized_tree,"[""approval_lookup""]",1.0,14.0,0.857,1.0,0.1148,-0.1841
tree_frag_01492_v1,frag_01492,class_001,question_intent_tree,"[""exception_lookup""]",2.0,19.0,0.75,1.0,0.2207,-0.0343
tree_frag_01493_v1,frag_01493,class_001,hybrid_optimized_tree,"[""applicability_check"", ""effective_date_lookup""]",1.563,20.4,0.75,1.0,0.1874,-0.0601
tree_frag_01494_v1,frag_01494,class_001,question_intent_tree,"[""applicability_check""]",2.0,27.0,0.75,1.0,0.2287,-0.0263
tree_frag_01499_v1,frag_01499,class_003,question_intent_tree,"[""metric_lookup""]",2.0,21.0,0.75,1.0,0.2227,-0.0323
tree_frag_01500_v1,frag_01500,class_005,hybrid_optimized_tree,"[""metric_lookup"", ""threshold_lookup""]",1.457,15.0,0.75,1.0,0.1731,-0.0744
tree_frag_01504_v1,frag_01504,class_001,hybrid_optimized_tree,"[""rule_lookup""]",1.0,28.0,0.857,1.0,0.1788,-0.1201
tree_frag_01506_v1,frag_01506,class_001,hybrid_optimized_tree,"[""rule_lookup""]",1.0,28.0,0.857,1.0,0.1788,-0.1201
tree_frag_01537_v1,frag_01537,class_001,question_intent_tree,"[""exception_lookup""]",2.0,19.0,0.75,1.0,0.2207,-0.0343
tree_frag_01541_v1,frag_01541,class_001,hybrid_optimized_tree,"[""effective_date_lookup""]",1.0,12.0,0.857,1.0,0.1128,-0.1861
tree_frag_01542_v1,frag_01542,class_005,hybrid_optimized_tree,"[""effective_date_lookup"", ""threshold_lookup""]",1.0,11.2,0.857,1.0,0.1146,-0.1769
tree_frag_01543_v1,frag_01543,class_005,hybrid_optimized_tree,"[""threshold_lookup""]",1.0,9.0,0.857,1.0,0.1098,-0.1891
tree_frag_01544_v1,frag_01544,class_001,hybrid_optimized_tree,"[""rule_lookup""]",1.0,28.0,0.857,1.0,0.1788,-0.1201
tree_frag_01545_v1,frag_01545,class_001,hybrid_optimized_tree,"[""rule_lookup""]",1.0,28.0,0.857,1.0,0.1788,-0.1201
tree_frag_01548_v1,frag_01548,class_001,hybrid_optimized_tree,"[""rule_lookup""]",1.0,28.0,0.857,1.0,0.1788,-0.1201
tree_frag_01551_v1,frag_01551,class_005,hybrid_optimized_tree,"[""threshold_lookup""]",1.0,10.0,0.857,1.0,0.1108,-0.1881
tree_frag_01552_v1,frag_01552,class_004,hybrid_optimized_tree,"[""variance_explanation""]",1.0,26.0,0.857,1.0,0.1768,-0.1221
tree_frag_01554_v1,frag_01554,class_001,question_intent_tree,"[""applicability_check""]",2.0,27.0,0.75,1.0,0.2287,-0.0263
tree_frag_01555_v1,frag_01555,class_001,question_intent_tree,"[""applicability_check""]",2.0,27.0,0.75,1.0,0.2287,-0.0263
tree_frag_01557_v1,frag_01557,class_001,hybrid_optimized_tree,"[""applicability_check"", ""rule_lookup""]",1.348,27.7,0.75,1.0,0.209,-0.0385
tree_frag_01559_v1,frag_01559,class_001,hybrid_optimized_tree,"[""rule_lookup""]",1.0,28.0,0.857,1.0,0.1788,-0.1201
tree_frag_01560_v1,frag_01560,class_001,question_intent_tree,"[""applicability_check""]",2.0,27.0,0.75,1.0,0.2287,-0.0263
tree_frag_01561_v1,frag_01561,class_001,hybrid_optimized_tree,"[""rule_lookup""]",1.0,28.0,0.857,1.0,0.1788,-0.1201
tree_frag_01565_v1,frag_01565,class_005,hybrid_optimized_tree,"[""threshold_lookup""]",1.0,9.0,0.857,1.0,0.1098,-0.1891
tree_frag_01566_v1,frag_01566,class_005,hybrid_optimized_tree,"[""threshold_lookup""]",1.0,10.0,0.857,1.0,0.1108,-0.1881
tree_frag_01567_v1,frag_01567,class_003,question_intent_tree,"[""metric_lookup""]",2.0,21.0,0.75,1.0,0.2227,-0.0323
tree_frag_01568_v1,frag_01568,class_001,hybrid_optimized_tree,"[""rule_lookup""]",1.0,28.0,0.857,1.0,0.1788,-0.1201
tree_frag_01582_v1,frag_01582,class_004,hybrid_optimized_tree,"[""variance_explanation""]",1.0,21.0,0.857,1.0,0.1718,-0.1271
tree_frag_01586_v1,frag_01586,class_005,hybrid_optimized_tree,"[""threshold_lookup""]",1.0,9.0,0.857,1.0,0.1098,-0.1891
tree_frag_01587_v1,frag_01587,class_005,hybrid_optimized_tree,"[""threshold_lookup""]",1.0,9.0,0.857,1.0,0.1098,-0.1891
tree_frag_01595_v1,frag_01595,class_003,question_intent_tree,"[""metric_lookup""]",2.0,21.0,0.75,1.0,0.2227,-0.0323
tree_frag_01596_v1,frag_01596,class_005,hybrid_optimized_tree,"[""threshold_lookup""]",1.0,10.0,0.857,1.0,0.1108,-0.1881
tree_frag_01601_v1,frag_01601,class_001,question_intent_tree,"[""exception_lookup""]",2.0,19.0,0.75,1.0,0.2207,-0.0343
tree_frag_01607_v1,frag_01607,class_003,question_intent_tree,"[""metric_lookup""]",2.0,23.0,0.75,1.0,0.2247,-0.0303
tree_frag_01610_v1,frag_01610,class_003,hybrid_optimized_tree,"[""metric_lookup"", ""variance_explanation""]",1.837,18.2,0.75,1.0,0.2085,-0.039
tree_frag_01612_v1,frag_01612,class_005,hybrid_optimized_tree,"[""exception_lookup"", ""metric_lookup"", ""threshold_lookup"", ""variance_explanation""]",1.542,15.1,0.75,1.0,0.1904,-0.0271
tree_frag_01616_v1,frag_01616,class_005,hybrid_optimized_tree,"[""metric_lookup"", ""threshold_lookup""]",1.457,15.9,0.75,1.0,0.174,-0.0735
tree_frag_01617_v1,frag_01617,class_005,hybrid_optimized_tree,"[""threshold_lookup""]",1.0,9.0,0.857,1.0,0.1098,-0.1891
tree_frag_01618_v1,frag_01618,class_005,hybrid_optimized_tree,"[""threshold_lookup""]",1.0,11.0,0.857,1.0,0.1118,-0.1871
tree_frag_01620_v1,frag_01620,class_005,hybrid_optimized_tree,"[""threshold_lookup""]",1.0,9.0,0.857,1.0,0.1098,-0.1891
tree_frag_01622_v1,frag_01622,class_003,hybrid_optimized_tree,"[""metric_lookup"", ""variance_explanation""]",1.837,18.2,0.75,1.0,0.2085,-0.039
tree_frag_01625_v1,frag_01625,class_005,hybrid_optimized_tree,"[""threshold_lookup""]",1.0,9.0,0.857,1.0,0.1098,-0.1891
tree_frag_01636_v1,frag_01636,class_005,hybrid_optimized_tree,"[""threshold_lookup""]",1.0,11.0,0.857,1.0,0.1118,-0.1871
tree_frag_01638_v1,frag_01638,class_005,hybrid_optimized_tree,"[""threshold_lookup"", ""variance_explanation""]",1.0,11.4,0.857,1.0,0.129,-0.1624
tree_frag_01648_v1,frag_01648,class_001,question_intent_tree,"[""exception_lookup""]",2.0,52.0,0.75,1.0,0.2537,-0.0013
tree_frag_01650_v1,frag_01650,class_001,question_intent_tree,"[""exception_lookup""]",2.0,19.0,0.75,1.0,0.2207,-0.0343
tree_frag_01671_v1,frag_01671,class_001,question_intent_tree,"[""exception_lookup""]",2.0,23.0,0.75,1.0,0.2247,-0.0303
tree_frag_01683_v1,frag_01683,class_004,hybrid_optimized_tree,"[""variance_explanation""]",1.0,16.0,0.857,1.0,0.1668,-0.1321
tree_frag_01684_v1,frag_01684,class_005,hybrid_optimized_tree,"[""metric_lookup"", ""threshold_lookup"", ""variance_explanation""]",1.554,19.8,0.75,1.0,0.1935,-0.0315
tree_frag_01687_v1,frag_01687,class_001,hybrid_optimized_tree,"[""applicability_check"", ""effective_date_lookup""]",1.563,20.4,0.75,1.0,0.1874,-0.0601
tree_frag_01690_v1,frag_01690,class_005,hybrid_optimized_tree,"[""threshold_lookup""]",1.0,10.0,0.857,1.0,0.1108,-0.1881
tree_frag_01703_v1,frag_01703,class_005,hybrid_optimized_tree,"[""rule_lookup"", ""threshold_lookup""]",1.0,18.4,0.857,1.0,0.1417,-0.1497
tree_frag_01705_v1,frag_01705,class_005,hybrid_optimized_tree,"[""rule_lookup"", ""threshold_lookup""]",1.0,17.2,0.857,1.0,0.1405,-0.1509
tree_frag_01706_v1,frag_01706,class_001,question_intent_tree,"[""exception_lookup""]",2.0,43.0,0.75,1.0,0.2447,-0.0103
tree_frag_01711_v1,frag_01711,class_005,hybrid_optimized_tree,"[""threshold_lookup""]",1.0,10.0,0.857,1.0,0.1108,-0.1881
tree_frag_01719_v1,frag_01719,class_004,question_intent_tree,"[""variance_explanation""]",2.0,36.0,0.75,1.0,0.2377,-0.0173
tree_frag_01722_v1,frag_01722,class_004,question_intent_tree,"[""variance_explanation""]",2.0,28.0,0.75,1.0,0.2297,-0.0253
tree_frag_01723_v1,frag_01723,class_004,question_intent_tree,"[""variance_explanation""]",2.0,27.0,0.75,1.0,0.2287,-0.0263
tree_frag_01724_v1,frag_01724,class_004,hybrid_optimized_tree,"[""variance_explanation""]",1.0,21.0,0.857,1.0,0.1718,-0.1271
tree_frag_01725_v1,frag_01725,class_003,question_intent_tree,"[""metric_lookup"", ""variance_explanation""]",2.0,33.9,0.75,1.0,0.2489,0.0239
tree_frag_01726_v1,frag_01726,class_004,hybrid_optimized_tree,"[""variance_explanation""]",1.0,14.0,0.857,1.0,0.1648,-0.1341
tree_frag_01727_v1,frag_01727,class_003,question_intent_tree,"[""metric_lookup""]",2.0,26.0,0.75,1.0,0.2427,-0.0048
tree_frag_01728_v1,frag_01728,class_005,hybrid_optimized_tree,"[""metric_lookup"", ""threshold_lookup"", ""variance_explanation""]",1.321,18.2,0.75,0.937,0.1819,-0.0262
tree_frag_01729_v1,frag_01729,class_004,question_intent_tree,"[""variance_explanation""]",2.0,36.0,0.75,1.0,0.2377,-0.0173
tree_frag_01730_v1,frag_01730,class_005,hybrid_optimized_tree,"[""metric_lookup"", ""threshold_lookup"", ""variance_explanation""]",1.321,19.7,0.75,0.937,0.1834,-0.0247
tree_frag_01731_v1,frag_01731,class_004,hybrid_optimized_tree,"[""threshold_lookup"", ""variance_explanation""]",1.0,13.0,0.857,1.0,0.1306,-0.1609
tree_frag_01732_v1,frag_01732,class_005,hybrid_optimized_tree,"[""threshold_lookup""]",1.0,10.0,0.857,1.0,0.1108,-0.1881
tree_frag_01734_v1,frag_01734,class_001,hybrid_optimized_tree,"[""rule_lookup""]",1.0,28.0,0.857,1.0,0.1788,-0.1201
tree_frag_01737_v1,frag_01737,class_001,question_intent_tree,"[""exception_lookup""]",2.0,49.0,0.75,1.0,0.2507,-0.0043
tree_frag_01739_v1,frag_01739,class_001,hybrid_optimized_tree,"[""rule_lookup""]",1.0,28.0,0.857,1.0,0.1788,-0.1201
tree_frag_01740_v1,frag_01740,class_001,hybrid_optimized_tree,"[""rule_lookup""]",1.0,28.0,0.857,1.0,0.1788,-0.1201
tree_frag_01741_v1,frag_01741,class_001,hybrid_optimized_tree,"[""metric_lookup"", ""rule_lookup""]",1.559,23.5,0.75,1.0,0.2123,-0.0352
tree_frag_01742_v1,frag_01742,class_001,hybrid_optimized_tree,"[""exception_lookup"", ""rule_lookup""]",1.777,31.4,0.75,0.703,0.249,0.046
tree_frag_01743_v1,frag_01743,class_001,hybrid_optimized_tree,"[""exception_lookup"", ""rule_lookup""]",1.777,35.3,0.75,0.703,0.2528,0.0498
tree_frag_01744_v1,frag_01744,class_002,question_intent_tree,"[""approval_lookup""]",2.0,20.0,0.75,1.0,0.2217,-0.0333
tree_frag_01752_v1,frag_01752,class_003,question_intent_tree,"[""metric_lookup""]",2.0,21.0,0.75,1.0,0.2227,-0.0323
tree_frag_01756_v1,frag_01756,class_003,question_intent_tree,"[""metric_lookup""]",2.0,20.0,0.75,1.0,0.2217,-0.0333
tree_frag_01757_v1,frag_01757,class_003,question_intent_tree,"[""metric_lookup""]",2.0,20.0,0.75,1.0,0.2217,-0.0333
tree_frag_01759_v1,frag_01759,class_003,question_intent_tree,"[""metric_lookup""]",2.0,21.0,0.75,1.0,0.2227,-0.0323
tree_frag_01769_v1,frag_01769,class_004,hybrid_optimized_tree,"[""variance_explanation""]",1.0,19.0,0.857,1.0,0.1698,-0.1291
tree_frag_01770_v1,frag_01770,class_005,hybrid_optimized_tree,"[""threshold_lookup""]",1.0,9.0,0.857,1.0,0.1098,-0.1891
tree_frag_01771_v1,frag_01771,class_005,question_intent_tree,"[""threshold_lookup""]",2.0,20.0,0.75,1.0,0.2217,-0.0333
tree_frag_01774_v1,frag_01774,class_001,question_intent_tree,"[""exception_lookup""]",2.0,29.0,0.75,1.0,0.2307,-0.0243
tree_frag_01775_v1,frag_01775,class_001,question_intent_tree,"[""exception_lookup""]",2.0,19.0,0.75,1.0,0.2207,-0.0343
tree_frag_01778_v1,frag_01778,class_001,question_intent_tree,"[""applicability_check""]",2.0,27.0,0.75,1.0,0.2287,-0.0263
tree_frag_01779_v1,frag_01779,class_005,hybrid_optimized_tree,"[""applicability_check"", ""threshold_lookup""]",1.263,13.7,0.75,1.0,0.1552,-0.0923
tree_frag_01782_v1,frag_01782,class_001,question_intent_tree,"[""applicability_check""]",2.0,27.0,0.75,1.0,0.2287,-0.0263
tree_frag_01783_v1,frag_01783,class_001,question_intent_tree,"[""applicability_check""]",2.0,27.0,0.75,1.0,0.2287,-0.0263
tree_frag_01792_v1,frag_01792,class_001,hybrid_optimized_tree,"[""metric_lookup"", ""rule_lookup""]",1.559,23.5,0.75,1.0,0.2123,-0.0352
tree_frag_01796_v1,frag_01796,class_005,hybrid_optimized_tree,"[""threshold_lookup""]",1.0,10.0,0.857,1.0,0.1108,-0.1881
tree_frag_01802_v1,frag_01802,class_005,hybrid_optimized_tree,"[""threshold_lookup""]",1.0,9.0,0.857,1.0,0.1098,-0.1891
tree_frag_01807_v1,frag_01807,class_005,hybrid_optimized_tree,"[""rule_lookup"", ""threshold_lookup""]",1.326,25.7,0.75,1.0,0.2063,-0.0412
tree_frag_01808_v1,frag_01808,class_005,hybrid_optimized_tree,"[""threshold_lookup""]",1.0,11.0,0.857,1.0,0.1118,-0.1871
tree_frag_01823_v1,frag_01823,class_001,question_intent_tree,"[""applicability_check""]",2.0,27.0,0.75,1.0,0.2287,-0.0263
tree_frag_01825_v1,frag_01825,class_001,question_intent_tree,"[""exception_lookup""]",2.0,19.0,0.75,1.0,0.2207,-0.0343
tree_frag_01831_v1,frag_01831,class_005,hybrid_optimized_tree,"[""metric_lookup"", ""threshold_lookup""]",1.457,14.9,0.75,1.0,0.173,-0.0745
tree_frag_01832_v1,frag_01832,class_003,question_intent_tree,"[""metric_lookup""]",2.0,21.0,0.75,1.0,0.2227,-0.0323
tree_frag_01834_v1,frag_01834,class_001,question_intent_tree,"[""exception_lookup"", ""metric_lookup""]",2.0,25.0,0.75,1.0,0.2342,0.0017
tree_frag_01836_v1,frag_01836,class_001,question_intent_tree,"[""exception_lookup"", ""metric_lookup""]",2.0,20.8,0.75,1.0,0.23,-0.0025
tree_frag_01839_v1,frag_01839,class_005,hybrid_optimized_tree,"[""threshold_lookup""]",1.0,9.0,0.857,1.0,0.1098,-0.1891
tree_frag_01842_v1,frag_01842,class_005,hybrid_optimized_tree,"[""threshold_lookup""]",1.0,9.0,0.857,1.0,0.1098,-0.1891
tree_frag_01848_v1,frag_01848,class_005,hybrid_optimized_tree,"[""threshold_lookup""]",1.0,11.0,0.857,1.0,0.1118,-0.1871
tree_frag_01857_v1,frag_01857,class_005,hybrid_optimized_tree,"[""threshold_lookup""]",1.0,9.0,0.857,1.0,0.1098,-0.1891
tree_frag_01869_v1,frag_01869,class_001,question_intent_tree,"[""exception_lookup""]",2.0,27.0,0.75,1.0,0.2287,-0.0263
tree_frag_01871_v1,frag_01871,class_001,question_intent_tree,"[""exception_lookup""]",2.0,27.0,0.75,1.0,0.2287,-0.0263
tree_frag_01880_v1,frag_01880,class_005,hybrid_optimized_tree,"[""exception_lookup"", ""threshold_lookup""]",1.348,13.1,0.75,1.0,0.1619,-0.0856
tree_frag_01881_v1,frag_01881,class_005,hybrid_optimized_tree,"[""threshold_lookup""]",1.0,9.0,0.857,1.0,0.1098,-0.1891
tree_frag_01882_v1,frag_01882,class_001,hybrid_optimized_tree,"[""rule_lookup""]",1.0,28.0,0.857,1.0,0.1788,-0.1201
tree_frag_01883_v1,frag_01883,class_001,hybrid_optimized_tree,"[""rule_lookup""]",1.0,28.0,0.857,1.0,0.1788,-0.1201
tree_frag_01884_v1,frag_01884,class_001,hybrid_optimized_tree,"[""rule_lookup""]",1.0,28.0,0.857,1.0,0.1788,-0.1201
tree_frag_01885_v1,frag_01885,class_001,hybrid_optimized_tree,"[""rule_lookup""]",1.0,28.0,0.857,1.0,0.1788,-0.1201
tree_frag_01891_v1,frag_01891,class_001,hybrid_optimized_tree,"[""effective_date_lookup""]",1.0,12.0,0.857,1.0,0.1128,-0.1861
tree_frag_01893_v1,frag_01893,class_001,hybrid_optimized_tree,"[""effective_date_lookup""]",1.0,12.0,0.857,1.0,0.1128,-0.1861
tree_frag_01894_v1,frag_01894,class_005,hybrid_optimized_tree,"[""effective_date_lookup"", ""threshold_lookup""]",1.0,9.7,0.857,1.0,0.113,-0.1784
tree_frag_01897_v1,frag_01897,class_005,hybrid_optimized_tree,"[""threshold_lookup""]",1.0,10.0,0.857,1.0,0.1108,-0.1881
tree_frag_01901_v1,frag_01901,class_005,hybrid_optimized_tree,"[""threshold_lookup""]",1.0,10.0,0.857,1.0,0.1108,-0.1881
tree_frag_01907_v1,frag_01907,class_001,hybrid_optimized_tree,"[""effective_date_lookup"", ""metric_lookup""]",1.753,18.8,0.75,1.0,0.2019,-0.0456
tree_frag_01908_v1,frag_01908,class_001,hybrid_optimized_tree,"[""effective_date_lookup""]",1.0,12.0,0.857,1.0,0.1128,-0.1861
tree_frag_01909_v1,frag_01909,class_001,hybrid_optimized_tree,"[""effective_date_lookup"", ""metric_lookup""]",1.753,18.8,0.75,1.0,0.2019,-0.0456
tree_frag_01912_v1,frag_01912,class_005,hybrid_optimized_tree,"[""threshold_lookup""]",1.0,11.0,0.857,1.0,0.1118,-0.1871
tree_frag_01914_v1,frag_01914,class_005,hybrid_optimized_tree,"[""threshold_lookup""]",1.0,11.0,0.857,1.0,0.1118,-0.1871
tree_frag_01917_v1,frag_01917,class_005,hybrid_optimized_tree,"[""threshold_lookup""]",1.0,9.0,0.857,1.0,0.1098,-0.1891
tree_frag_01918_v1,frag_01918,class_005,hybrid_optimized_tree,"[""threshold_lookup""]",1.0,11.0,0.857,1.0,0.1118,-0.1871
tree_frag_01919_v1,frag_01919,class_005,question_intent_tree,"[""threshold_lookup""]",2.0,19.0,0.75,1.0,0.2207,-0.0343
tree_frag_01922_v1,frag_01922,class_005,hybrid_optimized_tree,"[""threshold_lookup""]",1.0,11.0,0.857,1.0,0.1118,-0.1871
tree_frag_01924_v1,frag_01924,class_005,hybrid_optimized_tree,"[""threshold_lookup""]",1.0,9.0,0.857,1.0,0.1098,-0.1891
tree_frag_01926_v1,frag_01926,class_005,hybrid_optimized_tree,"[""threshold_lookup""]",1.0,9.0,0.857,1.0,0.1098,-0.1891
tree_frag_01932_v1,frag_01932,class_001,hybrid_optimized_tree,"[""rule_lookup""]",1.0,28.0,0.857,1.0,0.1788,-0.1201
tree_frag_01933_v1,frag_01933,class_005,hybrid_optimized_tree,"[""threshold_lookup""]",1.0,9.0,0.857,1.0,0.1098,-0.1891
tree_frag_01934_v1,frag_01934,class_005,hybrid_optimized_tree,"[""applicability_check"", ""threshold_lookup""]",1.263,13.7,0.75,1.0,0.1552,-0.0923
tree_frag_01935_v1,frag_01935,class_001,question_intent_tree,"[""applicability_check""]",2.0,27.0,0.75,1.0,0.2287,-0.0263
tree_frag_01936_v1,frag_01936,class_003,question_intent_tree,"[""metric_lookup""]",2.0,20.0,0.75,1.0,0.2217,-0.0333
tree_frag_01937_v1,frag_01937,class_003,question_intent_tree,"[""metric_lookup""]",2.0,21.0,0.75,1.0,0.2227,-0.0323
tree_frag_01940_v1,frag_01940,class_003,question_intent_tree,"[""metric_lookup""]",2.0,24.0,0.75,1.0,0.3307,0.0907
tree_frag_01942_v1,frag_01942,class_003,question_intent_tree,"[""metric_lookup""]",2.0,20.0,0.75,1.0,0.2217,-0.0333
tree_frag_01951_v1,frag_01951,class_001,hybrid_optimized_tree,"[""rule_lookup""]",1.0,20.0,0.857,1.0,0.1708,-0.1281
tree_frag_01952_v1,frag_01952,class_001,hybrid_optimized_tree,"[""exception_lookup"", ""rule_lookup""]",1.777,35.3,0.75,0.703,0.2528,0.0498
tree_frag_01953_v1,frag_01953,class_005,hybrid_optimized_tree,"[""threshold_lookup""]",1.0,10.0,0.857,1.0,0.1108,-0.1881
tree_frag_01954_v1,frag_01954,class_005,hybrid_optimized_tree,"[""threshold_lookup""]",1.0,10.0,0.857,1.0,0.1108,-0.1881
tree_frag_01956_v1,frag_01956,class_005,question_intent_tree,"[""threshold_lookup""]",2.0,21.0,0.75,1.0,0.2227,-0.0323
tree_frag_01957_v1,frag_01957,class_005,question_intent_tree,"[""threshold_lookup""]",2.0,22.0,0.75,1.0,0.2237,-0.0313
tree_frag_01958_v1,frag_01958,class_005,hybrid_optimized_tree,"[""threshold_lookup""]",1.0,11.0,0.857,1.0,0.1118,-0.1871
tree_frag_01959_v1,frag_01959,class_003,question_intent_tree,"[""metric_lookup""]",2.0,21.0,0.75,1.0,0.2227,-0.0323
tree_frag_01960_v1,frag_01960,class_003,question_intent_tree,"[""metric_lookup""]",2.0,20.0,0.75,1.0,0.2217,-0.0333
tree_frag_01961_v1,frag_01961,class_003,question_intent_tree,"[""metric_lookup""]",2.0,22.0,0.75,1.0,0.2237,-0.0313
tree_frag_01963_v1,frag_01963,class_003,question_intent_tree,"[""metric_lookup""]",2.0,21.0,0.75,1.0,0.2227,-0.0323
tree_frag_01964_v1,frag_01964,class_004,hybrid_optimized_tree,"[""variance_explanation""]",1.0,26.0,0.857,1.0,0.1768,-0.1221
tree_frag_01965_v1,frag_01965,class_003,question_intent_tree,"[""metric_lookup"", ""variance_explanation""]",2.0,27.2,0.75,1.0,0.2363,0.0038
tree_frag_01966_v1,frag_01966,class_005,hybrid_optimized_tree,"[""metric_lookup"", ""threshold_lookup""]",1.457,16.0,0.75,1.0,0.1741,-0.0734
tree_frag_01967_v1,frag_01967,class_003,question_intent_tree,"[""metric_lookup""]",2.0,20.0,0.75,1.0,0.2217,-0.0333
tree_frag_01973_v1,frag_01973,class_005,question_intent_tree,"[""metric_lookup"", ""threshold_lookup""]",2.0,23.0,0.75,1.0,0.2322,-0.0003
tree_frag_01975_v1,frag_01975,class_005,question_intent_tree,"[""threshold_lookup""]",2.0,23.0,0.75,1.0,0.2247,-0.0303
tree_frag_01977_v1,frag_01977,class_005,question_intent_tree,"[""metric_lookup"", ""threshold_lookup""]",2.0,23.3,0.75,1.0,0.2324,-0.0001
tree_frag_01987_v1,frag_01987,class_001,hybrid_optimized_tree,"[""exception_lookup"", ""rule_lookup""]",1.777,35.3,0.75,0.703,0.2528,0.0498
tree_frag_01988_v1,frag_01988,class_001,hybrid_optimized_tree,"[""exception_lookup"", ""rule_lookup""]",1.777,35.3,0.75,0.703,0.2528,0.0498
tree_frag_01990_v1,frag_01990,class_001,hybrid_optimized_tree,"[""rule_lookup""]",1.0,28.0,0.857,1.0,0.1788,-0.1201
tree_frag_01992_v1,frag_01992,class_001,question_intent_tree,"[""exception_lookup""]",2.0,19.0,0.75,1.0,0.2207,-0.0343
tree_frag_01996_v1,frag_01996,class_005,question_intent_tree,"[""threshold_lookup""]",2.0,22.0,0.75,1.0,0.2237,-0.0313
tree_frag_02013_v1,frag_02013,class_001,hybrid_optimized_tree,"[""rule_lookup""]",1.0,28.0,0.857,1.0,0.1788,-0.1201
tree_frag_02015_v1,frag_02015,class_005,hybrid_optimized_tree,"[""applicability_check"", ""rule_lookup"", ""threshold_lookup""]",1.505,26.1,0.75,1.0,0.2204,-0.0046
tree_frag_02017_v1,frag_02017,class_005,question_intent_tree,"[""threshold_lookup""]",2.0,19.0,0.75,1.0,0.2207,-0.0343
tree_frag_02026_v1,frag_02026,class_001,hybrid_optimized_tree,"[""rule_lookup"", ""threshold_lookup""]",1.0,17.8,0.857,1.0,0.1411,-0.1503
tree_frag_02027_v1,frag_02027,class_005,hybrid_optimized_tree,"[""rule_lookup"", ""threshold_lookup""]",1.326,25.1,0.75,1.0,0.2056,-0.0419
tree_frag_02032_v1,frag_02032,class_005,hybrid_optimized_tree,"[""threshold_lookup""]",1.0,11.0,0.857,1.0,0.1118,-0.1871
tree_frag_02033_v1,frag_02033,class_005,hybrid_optimized_tree,"[""threshold_lookup""]",1.0,11.0,0.857,1.0,0.1118,-0.1871
tree_frag_02035_v1,frag_02035,class_001,hybrid_optimized_tree,"[""rule_lookup""]",1.0,28.0,0.857,1.0,0.1788,-0.1201
tree_frag_02041_v1,frag_02041,class_005,hybrid_optimized_tree,"[""rule_lookup"", ""threshold_lookup""]",1.0,18.4,0.857,1.0,0.1417,-0.1497
tree_frag_02048_v1,frag_02048,class_003,question_intent_tree,"[""metric_lookup""]",2.0,22.0,0.75,1.0,0.2237,-0.0313
tree_frag_02049_v1,frag_02049,class_001,hybrid_optimized_tree,"[""exception_lookup"", ""metric_lookup"", ""variance_explanation""]",1.893,19.6,0.75,1.0,0.2222,-0.0028
tree_frag_02051_v1,frag_02051,class_005,hybrid_optimized_tree,"[""exception_lookup"", ""metric_lookup"", ""threshold_lookup"", ""variance_explanation""]",1.542,16.2,0.75,1.0,0.1914,-0.0261
tree_frag_02053_v1,frag_02053,class_003,question_intent_tree,"[""metric_lookup""]",2.0,24.0,0.75,1.0,0.2257,-0.0293
tree_frag_02056_v1,frag_02056,class_003,question_intent_tree,"[""metric_lookup"", ""variance_explanation""]",2.0,25.2,0.75,1.0,0.2344,0.0019
tree_frag_02058_v1,frag_02058,class_004,hybrid_optimized_tree,"[""variance_explanation""]",1.0,16.0,0.857,1.0,0.1668,-0.1321
tree_frag_02060_v1,frag_02060,class_004,hybrid_optimized_tree,"[""variance_explanation""]",1.0,28.0,0.857,1.0,0.1288,-0.1701
tree_frag_02062_v1,frag_02062,class_003,question_intent_tree,"[""metric_lookup""]",2.0,23.0,0.75,1.0,0.2247,-0.0303
tree_frag_02063_v1,frag_02063,class_003,question_intent_tree,"[""metric_lookup""]",2.0,21.0,0.75,1.0,0.2227,-0.0323
tree_frag_02065_v1,frag_02065,class_005,question_intent_tree,"[""threshold_lookup""]",2.0,20.0,0.75,1.0,0.2217,-0.0333
tree_frag_02073_v1,frag_02073,class_001,hybrid_optimized_tree,"[""effective_date_lookup""]",1.0,12.0,0.857,1.0,0.1128,-0.1861
tree_frag_02075_v1,frag_02075,class_001,hybrid_optimized_tree,"[""effective_date_lookup""]",1.0,12.0,0.857,1.0,0.1128,-0.1861
